order_id,product_id,category,price,quantity,order_date
3613,P107,Grocery,1730,4,2025-02-05
3614,P108,Sports,1727,2,2024-04-18
3615,P106,Electronics,433,3,2025-07-09
3616,P107,Grocery,1318,2,2024-07-05
3617,P106,Electronics,1145,3,2024-07-17
3618,P106,Electronics,1149,5,2025-07-10
3619,P106,Electronics,918,2,2024-10-30
3620,P101,Electronics,225,1,2025-12-30
3621,P104,Grocery,262,2,2025-05-09
3622,P105,Grocery,1293,1,2025-07-13
3623,P108,Sports,1309,1,2025-09-16
3624,P109,Grocery,1374,2,2025-07-31
3625,P114,Clothing,1947,2,2025-07-30
3626,P100,Clothing,1814,5,2026-02-28
3627,P113,Electronics,1136,3,2024-09-01
3628,P112,Clothing,171,3,2024-09-14
3629,P110,Grocery,442,5,2026-01-20
3630,P100,Clothing,986,4,2025-04-22
3631,P102,Home,1831,5,2024-08-28
3632,P113,Electronics,373,3,2024-04-27
3633,P110,Grocery,1869,1,2025-07-26
3634,P107,Grocery,1952,2,2026-03-06
3635,P108,Sports,1388,5,2025-02-11
3636,P110,Grocery,1793,5,2026-03-13
3637,P110,Grocery,490,5,2025-08-09
3638,P107,Grocery,813,1,2024-06-01
3639,P105,Grocery,1747,5,2025-09-28
3640,P107,Grocery,990,3,2024-10-07
3641,P114,Clothing,1626,3,2025-06-30
3642,P113,Electronics,299,4,2024-08-30
3643,P112,Clothing,1097,5,2026-02-18
3644,P108,Sports,1557,1,2025-09-19
3645,P111,Home,1005,1,2025-07-25
3646,P112,Clothing,1845,1,2026-01-02
3647,P113,Electronics,1029,4,2024-04-21
3648,P106,Electronics,1528,5,2025-11-24
3649,P107,Grocery,1788,4,2025-08-07
3650,P104,Grocery,794,3,2025-09-01
3651,P114,Clothing,552,3,2025-06-09
3652,P106,Electronics,265,5,2026-03-05
3653,P109,Grocery,1550,1,2025-11-20
3654,P113,Electronics,1927,2,2024-07-09
3655,P101,Electronics,845,1,2024-06-05
3656,P104,Grocery,1304,4,2025-09-29
3657,P108,Sports,1722,1,2026-03-01
3658,P102,Home,314,3,2025-10-26
3659,P105,Grocery,743,2,2024-11-23
3660,P111,Home,1114,1,2025-01-23
3661,P100,Clothing,585,2,2024-09-10
3662,P105,Grocery,1162,2,2025-06-20
3663,P107,Grocery,1620,5,2025-09-29
3664,P112,Clothing,530,2,2025-08-21
3665,P108,Sports,705,2,2024-04-24
3666,P108,Sports,369,5,2025-03-28
3667,P102,Home,1539,2,2024-11-23
3668,P108,Sports,905,3,2024-07-25
3669,P111,Home,816,3,2025-01-13
3670,P112,Clothing,194,3,2025-11-04
3671,P100,Clothing,1805,5,2024-11-01
3672,P108,Sports,967,3,2026-02-06
3673,P102,Home,951,2,2026-04-14
3674,P105,Grocery,614,2,2026-03-20
3675,P106,Electronics,1640,5,2025-12-19
3676,P106,Electronics,1678,3,2025-02-18
3677,P109,Grocery,1392,2,2024-10-20
3678,P112,Clothing,924,5,2025-05-31
3679,P102,Home,341,3,2024-11-08
3680,P108,Sports,787,2,2025-02-14
3681,P109,Grocery,570,5,2025-07-20
3682,P101,Electronics,630,1,2025-05-30
3683,P104,Grocery,1287,3,2025-08-06
3684,P100,Clothing,1737,3,2026-01-11
3685,P114,Clothing,1697,1,2026-01-12
3686,P107,Grocery,1279,3,2025-11-02
3687,P102,Home,1258,3,2024-11-04
3688,P105,Grocery,116,4,2025-07-18
3689,P109,Grocery,1751,1,2026-02-23
3690,P109,Grocery,765,1,2025-02-23
3691,P103,Home,770,1,2026-04-12
3692,P104,Grocery,1650,1,2025-11-25
3693,P108,Sports,361,3,2024-05-14
3694,P106,Electronics,1625,5,2025-07-12
3695,P101,Electronics,385,2,2024-11-22
3696,P109,Grocery,1409,5,2026-01-09
3697,P105,Grocery,631,4,2026-01-10
3698,P113,Electronics,398,1,2025-09-10
3699,P110,Grocery,663,1,2024-04-27
3700,P109,Grocery,1315,1,2025-07-20
3701,P111,Home,778,2,2025-06-09
3702,P114,Clothing,936,3,2025-04-05
3703,P114,Clothing,284,4,2024-11-23
3704,P101,Electronics,910,5,2025-07-19
3705,P111,Home,777,3,2026-02-12
3706,P102,Home,1023,5,2025-03-12
3707,P101,Electronics,1578,1,2024-06-13
3708,P109,Grocery,1530,2,2024-09-19
3709,P107,Grocery,1458,4,2024-09-20
3710,P110,Grocery,423,4,2024-11-13
3711,P100,Clothing,381,4,2024-09-23
3712,P102,Home,645,2,2025-11-16
3713,P106,Electronics,287,2,2026-03-19
3714,P105,Grocery,1137,2,2025-10-01
3715,P111,Home,109,1,2024-07-23
3716,P104,Grocery,1750,2,2024-07-28
3717,P108,Sports,1442,4,2026-03-28
3718,P105,Grocery,1956,2,2024-09-04
3719,P112,Clothing,1270,5,2024-06-30
3720,P103,Home,599,1,2024-06-12
3721,P111,Home,912,2,2024-10-18
3722,P103,Home,274,5,2024-09-14
3723,P112,Clothing,1657,1,2025-09-26
3724,P104,Grocery,1067,2,2024-10-29
3725,P103,Home,163,3,2024-08-09
3726,P103,Home,1574,3,2026-02-02
3727,P110,Grocery,1329,5,2026-01-19
3728,P110,Grocery,1709,1,2026-01-07
3729,P109,Grocery,1102,5,2024-12-06
3730,P103,Home,671,3,2024-12-11
3731,P104,Grocery,1641,2,2026-03-16
3732,P100,Clothing,906,5,2025-07-30
3733,P107,Grocery,464,4,2025-05-19
3734,P112,Clothing,812,1,2025-01-14
3735,P111,Home,847,1,2025-08-22
3736,P106,Electronics,379,5,2024-11-17
3737,P102,Home,1581,3,2024-11-01
3738,P113,Electronics,1460,2,2024-09-18
3739,P111,Home,1237,5,2024-12-22
3740,P105,Grocery,1528,4,2025-02-08
3741,P112,Clothing,671,4,2025-05-03
3742,P107,Grocery,295,1,2024-11-25
3743,P107,Grocery,657,2,2024-09-06
3744,P106,Electronics,420,2,2025-05-05
3745,P102,Home,351,1,2024-11-24
3746,P110,Grocery,1287,1,2024-05-23
3747,P103,Home,1212,4,2026-04-14
3748,P109,Grocery,1494,1,2024-11-24
3749,P105,Grocery,233,2,2025-12-09
3750,P108,Sports,1571,5,2026-03-08
3751,P100,Clothing,949,1,2024-05-12
3752,P103,Home,1349,1,2025-11-14
3753,P101,Electronics,241,2,2024-10-31
3754,P107,Grocery,711,2,2025-01-05
3755,P106,Electronics,757,3,2025-12-22
3756,P107,Grocery,210,1,2024-11-22
3757,P101,Electronics,706,5,2024-05-30
3758,P104,Grocery,799,1,2024-09-07
3759,P100,Clothing,1649,3,2025-07-06
3760,P108,Sports,702,2,2024-10-02
3761,P100,Clothing,1866,1,2024-10-09
3762,P105,Grocery,424,1,2025-02-23
3763,P105,Grocery,259,5,2025-08-13
3764,P111,Home,549,1,2025-06-14
3765,P109,Grocery,1615,1,2024-09-14
3766,P112,Clothing,520,1,2025-05-01
3767,P106,Electronics,377,4,2025-05-21
3768,P105,Grocery,274,1,2024-10-05
3769,P106,Electronics,125,4,2024-08-08
3770,P110,Grocery,125,1,2025-10-22
3771,P107,Grocery,1765,5,2026-02-13
3772,P112,Clothing,987,4,2025-07-18
3773,P111,Home,1814,2,2025-12-12
3774,P107,Grocery,1801,5,2024-11-23
3775,P109,Grocery,1819,2,2025-04-18
3776,P111,Home,1071,2,2025-06-06
3777,P100,Clothing,1091,1,2025-12-04
3778,P101,Electronics,796,5,2025-08-26
3779,P101,Electronics,1180,4,2024-07-11
3780,P106,Electronics,659,3,2025-03-19
3781,P103,Home,1382,4,2026-03-13
3782,P111,Home,546,3,2024-10-11
3783,P107,Grocery,1640,1,2024-08-25
3784,P107,Grocery,675,5,2024-08-01
3785,P102,Home,1328,1,2025-11-30
3786,P110,Grocery,1251,5,2025-03-09
3787,P111,Home,1639,5,2026-04-11
3788,P100,Clothing,623,4,2025-04-22
3789,P111,Home,1583,3,2025-05-18
3790,P112,Clothing,429,5,2024-07-21
3791,P114,Clothing,1172,3,2024-04-19
3792,P102,Home,560,4,2024-11-17
3793,P109,Grocery,149,1,2024-09-02
3794,P102,Home,1950,5,2024-10-24
3795,P104,Grocery,830,5,2024-05-26
3796,P107,Grocery,577,5,2025-10-14
3797,P100,Clothing,499,4,2024-06-05
3798,P103,Home,1650,2,2024-10-26
3799,P101,Electronics,1192,2,2026-02-24
3800,P101,Electronics,626,3,2025-05-23
3801,P110,Grocery,142,2,2024-11-13
3802,P107,Grocery,864,1,2024-09-13
3803,P110,Grocery,999,5,2024-04-25
3804,P104,Grocery,687,1,2026-04-13
3805,P110,Grocery,1421,3,2025-08-24
3806,P102,Home,1394,4,2024-08-25
3807,P102,Home,453,4,2024-08-09
3808,P113,Electronics,1345,3,2025-04-25
3809,P108,Sports,1427,3,2025-04-12
3810,P109,Grocery,975,4,2025-03-04
3811,P104,Grocery,489,4,2026-03-09
3812,P113,Electronics,1208,3,2026-02-23
3813,P100,Clothing,1546,2,2025-05-15
3814,P106,Electronics,754,1,2025-10-22
3815,P107,Grocery,1373,5,2025-01-08
3816,P102,Home,1429,2,2025-12-25
3817,P110,Grocery,1819,4,2024-08-26
3818,P106,Electronics,1217,4,2025-09-16
3819,P109,Grocery,1992,5,2024-07-14
3820,P113,Electronics,347,5,2025-03-26
3821,P103,Home,1050,5,2024-09-25
3822,P110,Grocery,1443,5,2025-12-01
3823,P114,Clothing,569,1,2025-01-05
3824,P102,Home,902,3,2025-11-15
3825,P113,Electronics,848,4,2025-03-30
3826,P105,Grocery,1449,4,2024-11-29
3827,P108,Sports,889,3,2025-06-16
3828,P101,Electronics,977,3,2025-10-22
3829,P107,Grocery,733,4,2024-09-25
3830,P112,Clothing,105,4,2025-05-13
3831,P106,Electronics,1159,1,2024-06-02
3832,P106,Electronics,1359,2,2025-01-26
3833,P111,Home,1982,5,2024-05-20
3834,P104,Grocery,713,5,2025-08-12
3835,P102,Home,1649,5,2025-06-15
3836,P105,Grocery,1305,5,2025-06-10
3837,P102,Home,1906,2,2024-08-26
3838,P104,Grocery,1230,4,2024-12-23
3839,P114,Clothing,1384,1,2024-09-14
3840,P112,Clothing,139,5,2026-04-13
3841,P110,Grocery,1507,2,2025-10-05
3842,P109,Grocery,1602,1,2025-08-03
3843,P113,Electronics,669,5,2025-06-05
3844,P112,Clothing,1561,2,2024-07-13
3845,P111,Home,1540,5,2025-01-22
3846,P109,Grocery,188,4,2024-10-02
3847,P109,Grocery,514,3,2025-11-08
3848,P106,Electronics,852,5,2025-10-09
3849,P103,Home,711,1,2024-10-06
3850,P114,Clothing,351,1,2025-07-26
3851,P100,Clothing,1138,4,2024-10-24
3852,P105,Grocery,1423,5,2025-09-16
3853,P100,Clothing,699,2,2024-11-25
3854,P110,Grocery,1960,4,2025-10-07
3855,P111,Home,1764,5,2024-12-24
3856,P113,Electronics,1560,2,2025-10-15
3857,P106,Electronics,1841,2,2024-12-30
3858,P110,Grocery,1312,1,2025-11-16
3859,P106,Electronics,597,4,2026-01-27
3860,P112,Clothing,276,5,2025-05-19
3861,P101,Electronics,812,4,2026-01-07
3862,P112,Clothing,1235,5,2025-09-25
3863,P101,Electronics,992,4,2024-11-01
3864,P110,Grocery,685,2,2025-02-22
3865,P109,Grocery,1099,2,2025-09-23
3866,P102,Home,1360,4,2025-05-30
3867,P104,Grocery,910,1,2025-02-03
3868,P102,Home,1204,4,2024-06-25
3869,P100,Clothing,1700,4,2026-03-02
3870,P112,Clothing,803,3,2024-10-30
3871,P111,Home,868,2,2024-08-31
3872,P104,Grocery,360,3,2024-08-14
3873,P108,Sports,474,2,2025-01-18
3874,P113,Electronics,949,2,2025-08-31
3875,P109,Grocery,1000,3,2026-03-12
3876,P103,Home,923,3,2024-08-14
3877,P100,Clothing,1182,1,2024-10-10
3878,P106,Electronics,133,1,2024-04-27
3879,P114,Clothing,235,5,2025-01-05
3880,P103,Home,1955,2,2025-06-14
3881,P113,Electronics,337,2,2025-07-14
3882,P108,Sports,1125,1,2025-12-16
3883,P111,Home,1505,2,2025-10-31
3884,P106,Electronics,928,2,2025-12-15
3885,P104,Grocery,900,3,2024-09-19
3886,P105,Grocery,887,2,2024-12-20
3887,P102,Home,1744,1,2024-10-20
3888,P106,Electronics,1696,5,2026-03-03
3889,P112,Clothing,1799,5,2024-12-06
3890,P113,Electronics,1224,5,2025-06-13
3891,P113,Electronics,1649,2,2026-03-28
3892,P108,Sports,272,3,2024-11-21
3893,P106,Electronics,1297,2,2025-04-25
3894,P114,Clothing,768,3,2024-07-04
3895,P106,Electronics,1792,4,2026-01-19
3896,P113,Electronics,1792,1,2024-08-20
3897,P107,Grocery,438,5,2026-01-09
3898,P108,Sports,432,5,2024-05-23
3899,P107,Grocery,355,4,2025-05-16
3900,P104,Grocery,1247,3,2025-07-14
3901,P109,Grocery,503,2,2024-07-15
3902,P112,Clothing,1899,2,2025-10-12
3903,P110,Grocery,1527,1,2026-03-26
3904,P103,Home,730,1,2025-11-06
3905,P113,Electronics,578,5,2025-09-03
3906,P110,Grocery,981,5,2026-01-08
3907,P100,Clothing,1754,3,2024-06-24
3908,P108,Sports,316,3,2024-11-06
3909,P101,Electronics,1620,2,2025-02-25
3910,P108,Sports,1556,2,2025-01-22
3911,P104,Grocery,619,1,2025-06-15
3912,P112,Clothing,1334,2,2025-08-24
3913,P100,Clothing,1526,3,2025-05-10
3914,P101,Electronics,502,4,2024-10-15
3915,P104,Grocery,282,5,2024-08-31
3916,P107,Grocery,1417,2,2024-04-29
3917,P101,Electronics,288,5,2025-01-10
3918,P110,Grocery,1243,3,2024-09-15
3919,P101,Electronics,1141,2,2024-07-14
3920,P106,Electronics,1530,4,2025-10-21
3921,P101,Electronics,1412,2,2025-08-09
3922,P111,Home,558,5,2024-12-30
3923,P110,Grocery,306,5,2026-03-19
3924,P114,Clothing,550,2,2025-02-23
3925,P114,Clothing,394,5,2025-06-29
3926,P104,Grocery,236,4,2025-05-20
3927,P108,Sports,1920,3,2025-03-07
3928,P109,Grocery,1494,1,2025-04-01
3929,P106,Electronics,1598,3,2024-11-06
3930,P112,Clothing,816,4,2026-02-13
3931,P109,Grocery,899,5,2024-06-19
3932,P109,Grocery,589,4,2025-11-02
3933,P112,Clothing,164,5,2025-12-15
3934,P114,Clothing,879,5,2025-09-04
3935,P106,Electronics,1950,1,2026-02-04
3936,P106,Electronics,1579,2,2025-09-13
3937,P109,Grocery,739,2,2024-06-24
3938,P113,Electronics,488,2,2025-10-12
3939,P114,Clothing,1219,5,2024-10-18
3940,P100,Clothing,1855,4,2024-07-21
3941,P114,Clothing,1275,3,2025-02-16
3942,P100,Clothing,437,4,2024-08-04
3943,P100,Clothing,1023,1,2026-02-12
3944,P106,Electronics,507,1,2026-01-05
3945,P110,Grocery,1464,3,2026-04-10
3946,P104,Grocery,898,1,2025-12-26
3947,P101,Electronics,907,1,2025-06-08
3948,P104,Grocery,1672,1,2026-03-11
3949,P103,Home,485,3,2025-01-01
3950,P114,Clothing,313,5,2025-09-23
3951,P112,Clothing,382,5,2024-06-10
3952,P108,Sports,1425,2,2024-10-29
3953,P104,Grocery,1154,2,2025-02-25
3954,P101,Electronics,1481,4,2025-03-24
3955,P111,Home,1357,4,2026-01-28
3956,P109,Grocery,1146,2,2025-04-04
3957,P104,Grocery,247,3,2026-03-13
3958,P109,Grocery,641,2,2024-06-28
3959,P106,Electronics,839,5,2026-03-28
3960,P110,Grocery,1857,4,2025-04-22
3961,P113,Electronics,1875,1,2025-09-28
3962,P112,Clothing,1930,2,2024-09-25
3963,P109,Grocery,567,2,2025-06-14
3964,P106,Electronics,1813,2,2026-03-24
3965,P114,Clothing,1947,5,2025-03-24
3966,P103,Home,303,5,2025-01-16
3967,P111,Home,846,1,2025-03-05
3968,P108,Sports,1751,5,2025-04-13
3969,P108,Sports,687,1,2025-11-30
3970,P105,Grocery,869,5,2025-11-14
3971,P103,Home,676,2,2026-01-06
3972,P107,Grocery,1362,4,2024-10-27
3973,P108,Sports,493,1,2025-12-26
3974,P109,Grocery,725,1,2024-04-26
3975,P112,Clothing,608,2,2025-12-17
3976,P112,Clothing,1155,5,2024-08-23
3977,P107,Grocery,1621,3,2024-10-20
3978,P100,Clothing,459,4,2024-07-04
3979,P111,Home,1186,3,2024-08-30
3980,P104,Grocery,772,4,2025-10-22
3981,P113,Electronics,1803,3,2025-10-10
3982,P112,Clothing,696,4,2024-09-09
3983,P102,Home,443,2,2025-02-22
3984,P112,Clothing,591,2,2024-06-12
3985,P108,Sports,1289,2,2025-09-16
3986,P113,Electronics,1627,3,2026-03-19
3987,P111,Home,1103,1,2024-05-11
3988,P105,Grocery,1097,2,2025-03-03
3989,P107,Grocery,845,3,2025-03-08
3990,P102,Home,1564,1,2025-06-11
3991,P105,Grocery,710,3,2025-03-05
3992,P101,Electronics,967,3,2024-12-10
3993,P100,Clothing,242,3,2024-11-07
3994,P105,Grocery,274,2,2026-03-22
3995,P107,Grocery,107,4,2025-09-26
3996,P102,Home,1348,3,2026-03-13
3997,P111,Home,202,4,2024-06-02
3998,P107,Grocery,1645,3,2024-07-06
3999,P105,Grocery,832,3,2025-07-29
4000,P111,Home,1901,5,2026-01-17
4001,P103,Home,438,3,2024-09-25
4002,P104,Grocery,1055,1,2025-02-04
4003,P113,Electronics,1362,1,2025-04-10
4004,P107,Grocery,1069,1,2026-03-26
4005,P108,Sports,1697,3,2024-12-19
4006,P101,Electronics,1189,5,2026-01-31
4007,P110,Grocery,538,5,2026-01-03
4008,P113,Electronics,926,2,2024-07-23
4009,P107,Grocery,1672,1,2025-11-02
4010,P105,Grocery,345,3,2024-05-30
4011,P103,Home,1053,4,2024-08-07
4012,P101,Electronics,1857,2,2024-07-15
4013,P102,Home,1920,2,2025-05-04
4014,P112,Clothing,247,5,2026-03-15
4015,P111,Home,150,5,2024-10-01
4016,P100,Clothing,1595,1,2024-07-26
4017,P102,Home,495,5,2025-07-13
4018,P106,Electronics,1755,4,2025-03-29
4019,P111,Home,1079,4,2025-08-11
4020,P108,Sports,1883,5,2024-08-18
4021,P110,Grocery,502,3,2026-02-20
4022,P108,Sports,748,1,2024-06-04
4023,P106,Electronics,1954,2,2025-10-08
4024,P108,Sports,201,3,2024-12-15
4025,P114,Clothing,972,3,2025-11-24
4026,P109,Grocery,1112,5,2026-03-12
4027,P114,Clothing,262,3,2025-06-29
4028,P107,Grocery,1133,2,2025-05-12
4029,P109,Grocery,1425,1,2025-11-27
4030,P106,Electronics,1497,4,2025-12-02
4031,P102,Home,1579,4,2025-01-15
4032,P106,Electronics,1753,5,2024-10-17
4033,P107,Grocery,1301,2,2025-08-16
4034,P100,Clothing,729,3,2024-06-28
4035,P107,Grocery,1463,4,2025-02-28
4036,P110,Grocery,420,2,2025-12-24
4037,P100,Clothing,258,5,2024-08-04
4038,P104,Grocery,1785,3,2024-05-14
4039,P111,Home,420,1,2024-12-15
4040,P113,Electronics,1113,5,2024-10-01
4041,P108,Sports,517,3,2025-08-21
4042,P105,Grocery,1975,5,2025-09-08
4043,P100,Clothing,1621,4,2025-08-02
4044,P100,Clothing,1203,3,2026-01-04
4045,P102,Home,906,1,2024-09-19
4046,P110,Grocery,112,1,2025-11-12
4047,P113,Electronics,1753,5,2025-08-21
4048,P111,Home,974,5,2026-01-31
4049,P109,Grocery,1384,3,2026-02-02
4050,P108,Sports,449,5,2025-02-06
4051,P100,Clothing,1753,4,2024-11-07
4052,P105,Grocery,630,5,2024-08-16
4053,P112,Clothing,1624,3,2026-04-10
4054,P105,Grocery,1792,1,2025-05-18
4055,P111,Home,838,2,2026-03-07
4056,P114,Clothing,1594,4,2025-04-10
4057,P101,Electronics,653,4,2025-03-11
4058,P106,Electronics,912,5,2025-06-29
4059,P104,Grocery,129,2,2025-08-28
4060,P109,Grocery,1917,4,2025-04-14
4061,P111,Home,1859,5,2024-11-29
4062,P108,Sports,1456,4,2025-09-11
4063,P114,Clothing,761,4,2024-10-14
4064,P107,Grocery,234,5,2024-09-07
4065,P103,Home,1142,3,2025-11-14
4066,P102,Home,146,5,2024-10-09
4067,P112,Clothing,1111,3,2025-02-20
4068,P103,Home,1149,2,2025-07-03
4069,P105,Grocery,1605,2,2024-05-07
4070,P100,Clothing,171,4,2025-09-16
4071,P109,Grocery,1399,1,2024-05-14
4072,P101,Electronics,278,1,2025-01-07
4073,P103,Home,1847,1,2025-07-09
4074,P108,Sports,1239,3,2025-09-14
4075,P105,Grocery,1702,5,2025-09-04
4076,P109,Grocery,395,4,2026-03-09
4077,P105,Grocery,1331,4,2024-12-26
4078,P100,Clothing,192,4,2024-09-22
4079,P102,Home,1571,2,2024-05-08
4080,P102,Home,1866,3,2026-03-22
4081,P111,Home,1580,2,2025-04-01
4082,P103,Home,1715,2,2026-04-06
4083,P113,Electronics,706,3,2024-10-04
4084,P108,Sports,1989,2,2025-04-30
4085,P107,Grocery,415,5,2024-04-20
4086,P109,Grocery,714,5,2025-05-17
4087,P105,Grocery,1602,4,2025-11-05
4088,P104,Grocery,1102,3,2024-05-17
4089,P110,Grocery,1772,3,2025-02-10
4090,P111,Home,1437,3,2026-01-17
4091,P100,Clothing,783,4,2025-11-16
4092,P113,Electronics,190,4,2025-07-07
4093,P111,Home,1980,2,2024-09-11
4094,P102,Home,1693,4,2025-01-09
4095,P114,Clothing,265,3,2025-02-06
4096,P109,Grocery,1340,3,2024-09-30
4097,P102,Home,1226,2,2025-09-12
4098,P109,Grocery,923,4,2024-07-12
4099,P108,Sports,1157,1,2025-03-17
4100,P113,Electronics,868,2,2024-11-01
4101,P113,Electronics,1606,1,2024-12-01
4102,P110,Grocery,568,1,2025-12-06
4103,P104,Grocery,806,4,2024-12-12
4104,P112,Clothing,901,3,2026-03-03
4105,P110,Grocery,1075,4,2025-11-24
4106,P110,Grocery,1122,5,2024-10-13
4107,P108,Sports,1471,5,2026-01-02
4108,P100,Clothing,344,2,2025-04-30
4109,P107,Grocery,328,2,2024-12-20
4110,P112,Clothing,886,3,2025-11-03
4111,P110,Grocery,116,2,2025-11-18
4112,P108,Sports,1907,3,2025-01-05
4113,P102,Home,1749,4,2024-06-29
4114,P109,Grocery,1861,3,2024-12-07
4115,P111,Home,1529,5,2024-05-07
4116,P104,Grocery,1021,2,2024-09-25
4117,P100,Clothing,770,5,2025-01-07
4118,P103,Home,1961,5,2024-08-09
4119,P112,Clothing,495,4,2024-06-25
4120,P101,Electronics,1687,5,2024-06-20
4121,P108,Sports,1635,4,2025-07-15
4122,P109,Grocery,229,3,2025-07-31
4123,P108,Sports,1533,4,2026-03-29
4124,P107,Grocery,903,5,2024-12-29
4125,P109,Grocery,1728,1,2024-10-20
4126,P103,Home,558,4,2025-02-22
4127,P109,Grocery,260,3,2025-06-17
4128,P110,Grocery,244,5,2024-05-04
4129,P109,Grocery,232,1,2025-04-30
4130,P102,Home,639,3,2025-09-26
4131,P111,Home,1519,3,2024-06-29
4132,P107,Grocery,406,5,2025-09-26
4133,P108,Sports,1886,3,2024-09-06
4134,P109,Grocery,740,1,2025-08-24
4135,P114,Clothing,686,1,2024-07-07
4136,P110,Grocery,1481,1,2026-01-17
4137,P108,Sports,1880,1,2025-02-02
4138,P111,Home,950,5,2024-11-06
4139,P103,Home,459,4,2024-11-13
4140,P112,Clothing,516,4,2024-07-03
4141,P104,Grocery,1668,1,2026-01-22
4142,P113,Electronics,441,5,2024-06-09
4143,P114,Clothing,530,2,2025-10-30
4144,P113,Electronics,1176,4,2024-12-13
4145,P108,Sports,1225,3,2026-01-25
4146,P114,Clothing,142,5,2024-10-27
4147,P106,Electronics,1309,4,2024-10-03
4148,P111,Home,1852,3,2025-09-25
4149,P100,Clothing,1917,2,2024-04-23
4150,P109,Grocery,503,1,2026-03-07
4151,P103,Home,396,4,2025-07-25
4152,P102,Home,372,1,2024-10-13
4153,P101,Electronics,846,4,2024-05-31
4154,P110,Grocery,855,4,2025-09-19
4155,P113,Electronics,305,3,2025-11-26
4156,P109,Grocery,572,5,2025-05-24
4157,P101,Electronics,1037,2,2025-10-29
4158,P108,Sports,1918,5,2026-02-13
4159,P106,Electronics,296,4,2025-07-30
4160,P102,Home,243,2,2024-08-24
4161,P103,Home,1037,5,2025-07-29
4162,P110,Grocery,616,3,2025-09-25
4163,P105,Grocery,1405,3,2025-06-09
4164,P100,Clothing,342,2,2025-01-23
4165,P105,Grocery,542,2,2024-05-11
4166,P112,Clothing,572,3,2024-08-25
4167,P114,Clothing,1765,3,2024-12-25
4168,P108,Sports,576,4,2025-01-20
4169,P112,Clothing,1757,2,2025-08-19
4170,P104,Grocery,1087,2,2026-01-02
4171,P104,Grocery,252,5,2026-03-06
4172,P105,Grocery,102,3,2024-09-29
4173,P110,Grocery,1347,5,2025-02-09
4174,P102,Home,438,5,2025-05-10
4175,P107,Grocery,317,1,2025-04-14
4176,P101,Electronics,1495,2,2025-09-06
4177,P100,Clothing,1297,3,2024-05-09
4178,P104,Grocery,1852,2,2024-11-18
4179,P111,Home,726,2,2025-06-14
4180,P104,Grocery,1603,2,2025-07-08
4181,P101,Electronics,353,4,2024-09-12
4182,P103,Home,1227,2,2024-09-26
4183,P103,Home,447,4,2024-04-19
4184,P102,Home,372,2,2024-08-16
4185,P105,Grocery,1191,5,2025-03-05
4186,P103,Home,976,5,2025-12-06
4187,P102,Home,1977,4,2025-09-26
4188,P110,Grocery,721,2,2024-05-02
4189,P109,Grocery,1537,5,2024-07-12
4190,P109,Grocery,265,5,2025-07-25
4191,P102,Home,1495,2,2026-03-20
4192,P110,Grocery,1629,2,2025-05-07
4193,P110,Grocery,843,4,2024-05-17
4194,P114,Clothing,1622,3,2025-08-31
4195,P106,Electronics,677,1,2024-05-06
4196,P102,Home,545,1,2024-06-20
4197,P105,Grocery,1523,2,2024-08-01
4198,P104,Grocery,1405,1,2024-06-01
4199,P101,Electronics,1274,2,2025-10-14
4200,P108,Sports,1904,3,2025-11-25
4201,P111,Home,1506,1,2025-11-09
4202,P107,Grocery,1841,2,2025-09-11
4203,P107,Grocery,1389,2,2025-11-23
4204,P103,Home,1646,3,2025-07-30
4205,P114,Clothing,1513,2,2025-03-14
4206,P103,Home,1947,1,2026-02-24
4207,P109,Grocery,639,5,2025-12-24
4208,P112,Clothing,1769,3,2024-07-29
4209,P100,Clothing,1691,5,2026-03-03
4210,P112,Clothing,1721,2,2024-08-08
4211,P108,Sports,1523,5,2025-02-14
4212,P114,Clothing,273,4,2026-01-17
4213,P112,Clothing,1072,1,2025-11-24
4214,P101,Electronics,1773,3,2024-05-28
4215,P104,Grocery,1069,1,2024-09-14
4216,P111,Home,109,3,2024-09-11
4217,P102,Home,209,1,2025-03-07
4218,P101,Electronics,1533,1,2025-06-22
4219,P102,Home,1503,4,2025-06-28
4220,P101,Electronics,647,4,2025-09-25
4221,P104,Grocery,290,4,2024-06-12
4222,P103,Home,874,1,2024-08-15
4223,P106,Electronics,1663,1,2024-10-31
4224,P108,Sports,1416,5,2026-02-02
4225,P105,Grocery,585,2,2025-06-03
4226,P101,Electronics,265,1,2025-11-21
4227,P110,Grocery,171,4,2024-12-28
4228,P106,Electronics,1184,2,2024-08-22
4229,P100,Clothing,1352,1,2024-05-24
4230,P103,Home,646,1,2024-08-30
4231,P109,Grocery,1989,5,2024-07-13
4232,P108,Sports,492,2,2025-07-23
4233,P100,Clothing,1874,3,2025-01-05
4234,P100,Clothing,1394,2,2024-12-26
4235,P109,Grocery,644,4,2025-09-22
4236,P111,Home,1614,2,2025-07-24
4237,P114,Clothing,1369,2,2024-12-08
4238,P104,Grocery,1220,3,2025-02-13
4239,P106,Electronics,1801,1,2025-04-02
4240,P107,Grocery,1180,5,2025-11-04
4241,P111,Home,895,5,2025-09-26
4242,P114,Clothing,658,2,2025-05-11
4243,P114,Clothing,103,4,2024-11-18
4244,P102,Home,1696,1,2024-11-17
4245,P104,Grocery,1778,2,2024-08-22
4246,P108,Sports,932,3,2025-09-03
